Time (GMT-04:00),Transverse accel - peaks,Longitudinal accel - peaks,Heat flux - average,Skin temp - average,Transverse accel - average,Longitudinal accel - average,Near-body temp - average,Transverse accel - MAD,Longitudinal accel - MAD,Step Counter,GSR - average,Lying down,Sleep,Physical Activity,Energy expenditure,Sedentary,Moderate,Vigorous,Very Vigorous,METS
39015.1645833,0.0,0.0,37.3417358398,32.6556243896,0.158714294434,-0.24681314826,32.4341278076,0.0494693890214,0.0502006933093,0.0,0.0740036219358,1.0,1.0,0.0,1.47475445271,1.0,0.0,0.0,0.0,1.11472225189
39015.1652778,0.0,0.0,37.0706787109,32.6778106689,0.158714294434,-0.24681314826,32.4783706665,0.0494693890214,0.0502006933093,0.0,0.0740036219358,1.0,1.0,0.0,1.47475445271,1.0,0.0,0.0,0.0,1.11472225189
39015.1659722,1.0,0.0,36.799495697,32.7000083923,0.158714294434,-0.24681314826,32.50050354,0.0659591853619,0.0502006933093,0.0,0.0740036219358,1.0,1.0,0.0,1.47475445271,1.0,0.0,0.0,0.0,1.11472225189
39015.1666667,0.0,0.0,36.5281829834,32.7222099304,0.158714294434,-0.24681314826,32.5226402283,0.0494693890214,0.0502006933093,0.0,0.0732708126307,1.0,1.0,0.0,1.47472536564,1.0,0.0,0.0,0.0,1.11470019817
39015.1673611,0.0,0.0,36.2567367554,32.7444190979,0.158714294434,-0.24681314826,32.5447883606,0.0494693890214,0.0502006933093,0.0,0.0732708126307,1.0,1.0,0.0,1.47472536564,1.0,0.0,0.0,0.0,1.11470019817
39015.1680556,0.0,0.0,35.9851646423,32.7666397095,0.158714294434,-0.24681314826,32.5669403076,0.0494693890214,0.0502006933093,0.0,0.0732708126307,1.0,1.0,0.0,1.47472536564,1.0,0.0,0.0,0.0,1.11470019817
39015.16875,31.0,21.0,36.8939361572,32.7888641357,-0.463775515556,-0.175695508718,32.589099884,0.115428574383,0.0836678221822,0.0,0.075469262898,1.0,1.0,0.0,1.50366544724,1.0,0.0,0.0,0.0,1.13657510281
39015.1694444,21.0,23.0,41.3455085754,32.8110961914,-0.286510199308,-0.28446367383,32.589099884,0.0989387780428,0.0836678221822,0.0,0.0820647478104,1.0,1.0,0.0,1.52624464035,1.0,0.0,0.0,0.0,1.15364205837
39015.1701389,0.0,0.0,41.1007080078,32.8555793762,-0.0515306144953,-0.34721454978,32.633441925,0.0329795926809,0.0502006933093,0.0,0.0827975943685,1.0,1.0,0.0,1.50836920738,1.0,0.0,0.0,0.0,1.14013051987
39015.1708333,0.0,0.0,40.5854415894,32.9223632812,-0.0515306144953,-0.343031138182,32.6778106689,0.0494693890214,0.0502006933093,0.0,0.0842632800341,1.0,1.0,0.0,1.49144923687,1.0,0.0,0.0,0.0,1.12734127045
39015.1715278,0.0,0.0,40.6360702515,32.96692276,-0.0515306144953,-0.343031138182,32.7444190979,0.0494693890214,0.0502006933093,0.0,0.0849961340427,1.0,1.0,0.0,1.48166573048,1.0,0.0,0.0,0.0,1.11994624138
39015.1722222,0.0,0.0,40.6869506836,33.0115127563,-0.0515306144953,-0.343031138182,32.7888641357,0.0494693890214,0.0502006933093,0.0,0.0864618346095,1.0,1.0,0.0,1.47980546951,1.0,0.0,0.0,0.0,1.1185400486
39015.1729167,0.0,0.0,40.4418563843,33.0561294556,-0.0515306144953,-0.343031138182,32.8333358765,0.0494693890214,0.0502006933093,0.0,0.0871946886182,1.0,1.0,0.0,1.47983455658,1.0,0.0,0.0,0.0,1.11856210232
39015.1736111,0.0,0.0,40.493057251,33.1007766724,-0.0515306144953,-0.343031138182,32.8778343201,0.0494693890214,0.0502006933093,0.0,0.0871946886182,1.0,1.0,0.0,1.47983455658,1.0,0.0,0.0,0.0,1.11856210232
39015.1743056,0.0,0.0,40.2478942871,33.1454544067,-0.0515306144953,-0.343031138182,32.9223632812,0.0494693890214,0.0502006933093,0.0,0.0879275500774,1.0,1.0,0.0,1.47986364365,1.0,0.0,0.0,0.0,1.11858403683
39015.175,0.0,0.0,40.0025901794,33.1901626587,-0.0515306144953,-0.343031138182,32.96692276,0.0494693890214,0.0669342577457,0.0,0.0879275500774,1.0,1.0,0.0,1.49520254135,1.0,0.0,0.0,0.0,1.13017833233
39015.1756944,0.0,0.0,39.731426239,33.2125282288,-0.0515306144953,-0.343031138182,32.9892158508,0.0494693890214,0.0502006933093,0.0,0.0879275500774,1.0,1.0,0.0,1.4917280674,1.0,0.0,0.0,0.0,1.12755203247
39015.1763889,0.0,0.0,39.4858131409,33.2572822571,-0.0515306144953,-0.343031138182,33.0338172913,0.0494693890214,0.0502006933093,0.0,0.0879275500774,1.0,1.0,0.0,1.48508024216,1.0,0.0,0.0,0.0,1.1225271225
39015.1770833,0.0,0.0,39.2143440247,33.2796707153,-0.0515306144953,-0.343031138182,33.0561294556,0.0494693890214,0.0502006933093,0.0,0.0879275500774,1.0,1.0,0.0,1.48088359833,1.0,0.0,0.0,0.0,1.11935508251
39015.1777778,1.0,0.0,38.645401001,33.302066803,-0.0515306144953,-0.343031138182,33.1007766724,0.0494693890214,0.0669342577457,0.0,0.0871946886182,1.0,1.0,0.0,1.49517345428,1.0,0.0,0.0,0.0,1.13015627861
39015.1784722,0.0,1.0,38.3990974426,33.3468780518,-0.0515306144953,-0.343031138182,33.1231117249,0.0494693890214,0.0669342577457,0.0,0.0871946886182,1.0,1.0,0.0,1.50703799725,1.0,0.0,0.0,0.0,1.13912439346
39015.1791667,0.0,0.0,38.4247131348,33.3692970276,-0.0515306144953,-0.343031138182,33.1454544067,0.0494693890214,0.0669342577457,0.0,0.0871946886182,1.0,1.0,0.0,1.51225459576,1.0,0.0,0.0,0.0,1.14306735992
39015.1798611,13.0,11.0,36.6639213562,33.3917236328,0.121612250805,-0.292830467224,33.1901626587,0.0659591853619,0.0669342577457,0.0,0.0930576100945,1.0,1.0,0.0,1.51350724697,1.0,0.0,0.0,0.0,1.14401423931
39015.1805556,0.0,0.0,33.7345733643,33.4365997314,0.199938774109,-0.267730116844,33.2349014282,0.0329795926809,0.0502006933093,0.0,0.0886604040861,1.0,1.0,0.0,1.4945731163,1.0,0.0,0.0,0.0,1.12970256805
39015.18125,1.0,0.0,32.8645629883,33.4590492249,0.199938774109,-0.267730116844,33.2572822571,0.0329795926809,0.0334671288729,0.0,0.0857289806008,1.0,1.0,0.0,1.46439743042,1.0,0.0,0.0,0.0,1.10689365864
39015.1819444,0.0,0.0,32.590385437,33.4815063477,0.199938774109,-0.267730116844,33.2796707153,0.0329795926809,0.0334671288729,0.0,0.0842632800341,1.0,1.0,0.0,1.44504904747,1.0,0.0,0.0,0.0,1.09226882458
39015.1826389,0.0,0.0,32.6143569946,33.5039672852,0.199938774109,-0.267730116844,33.302066803,0.0329795926809,0.0334671288729,0.0,0.0827975943685,1.0,1.0,0.0,1.43778312206,1.0,0.0,0.0,0.0,1.0867767334
39015.1833333,0.0,0.0,32.3160552979,33.5039672852,0.199938774109,-0.267730116844,33.302066803,0.0329795926809,0.0334671288729,0.0,0.0813319087029,1.0,1.0,0.0,1.43651509285,1.0,0.0,0.0,0.0,1.0858181715
39015.1840278,0.0,0.0,32.3399887085,33.5264396667,0.199938774109,-0.267730116844,33.32447052,0.0329795926809,0.0334671288729,0.0,0.0805990695953,1.0,1.0,0.0,1.43648600578,1.0,0.0,0.0,0.0,1.08579623699
39015.1847222,0.0,0.0,32.3399887085,33.5264396667,0.199938774109,-0.267730116844,33.32447052,0.0329795926809,0.0334671288729,0.0,0.0798662379384,1.0,1.0,0.0,1.43645691872,1.0,0.0,0.0,0.0,1.08577430248
39015.1854167,1.0,0.0,32.363986969,33.5489196777,0.199938774109,-0.267730116844,33.3468780518,0.0329795926809,0.0334671288729,0.0,0.0791333988309,1.0,1.0,0.0,1.43642783165,1.0,0.0,0.0,0.0,1.08575224876
39015.1861111,0.0,0.0,32.363986969,33.5489196777,0.199938774109,-0.267730116844,33.3468780518,0.0329795926809,0.0334671288729,0.0,0.078400567174,1.0,1.0,0.0,1.43639874458,1.0,0.0,0.0,0.0,1.08573031425
39015.1868056,0.0,0.0,32.3880386353,33.5714073181,0.199938774109,-0.267730116844,33.3692970276,0.0329795926809,0.0334671288729,0.0,0.0776677429676,1.0,1.0,0.0,1.43636953831,1.0,0.0,0.0,0.0,1.08570826054
39015.1875,2.0,0.0,32.3880386353,33.5714073181,0.199938774109,-0.267730116844,33.3692970276,0.0329795926809,0.0334671288729,0.0,0.0776677429676,1.0,1.0,0.0,1.43636953831,1.0,0.0,0.0,0.0,1.08570826054
39015.1881944,0.0,0.0,32.113445282,33.5939025879,0.199938774109,-0.267730116844,33.3917236328,0.0329795926809,0.0167335644364,0.0,0.0769349113107,1.0,1.0,0.0,1.41262853146,1.0,0.0,0.0,0.0,1.06776309013
39015.1888889,0.0,0.0,32.113445282,33.5939025879,0.199938774109,-0.267730116844,33.3917236328,0.0329795926809,0.0167335644364,0.0,0.0762020871043,1.0,1.0,0.0,1.39425861835,1.0,0.0,0.0,0.0,1.05387783051
39015.1895833,0.0,1.0,32.1375236511,33.6164093018,0.199938774109,-0.267730116844,33.3917236328,0.0329795926809,0.0167335644364,0.0,0.0762020871043,1.0,1.0,0.0,1.38619434834,1.0,0.0,0.0,0.0,1.0477823019
39015.1902778,0.0,0.0,32.1375236511,33.6164093018,0.199938774109,-0.267730116844,33.4141578674,0.0329795926809,0.0167335644364,0.0,0.075469262898,1.0,1.0,0.0,1.38458859921,1.0,0.0,0.0,0.0,1.04656851292
39015.1909722,0.0,0.0,32.161655426,33.6389198303,0.199938774109,-0.267730116844,33.4365997314,0.0329795926809,0.0167335644364,0.0,0.075469262898,1.0,1.0,0.0,1.38458859921,1.0,0.0,0.0,0.0,1.04656851292
39015.1916667,0.0,0.0,32.161655426,33.6389198303,0.199938774109,-0.267730116844,33.4365997314,0.0329795926809,0.0167335644364,0.0,0.075469262898,1.0,1.0,0.0,1.38458859921,1.0,0.0,0.0,0.0,1.04656851292
39015.1923611,0.0,0.0,32.1858482361,33.6614379883,0.199938774109,-0.267730116844,33.4590492249,0.0329795926809,0.0167335644364,0.0,0.0747364461422,1.0,1.0,0.0,1.38455951214,1.0,0.0,0.0,0.0,1.04654657841
39015.1930556,52.0,50.0,32.4848670959,33.6614379883,0.0103061217815,-0.238446369767,33.4590492249,0.362775504589,0.23426990211,0.0,0.109181344509,1.0,1.0,0.0,1.54386091232,1.0,0.0,0.0,0.0,1.16695761681
39015.19375,5.0,4.0,36.3718147278,33.6614379883,-0.941979646683,0.0920415222645,33.4365997314,0.0659591853619,0.0502006933093,0.0,0.146563097835,1.0,1.0,0.0,1.55170154572,1.0,0.0,0.0,0.0,1.17288422585
39015.1944444,0.0,0.0,38.1919250488,33.6839637756,-0.941979646683,0.0962249189615,33.4590492249,0.0659591853619,0.0502006933093,0.0,0.130436941981,1.0,1.0,0.0,1.51545476913,1.0,0.0,0.0,0.0,1.14548635483
39015.1951389,0.0,0.0,39.414932251,33.7065010071,-0.941979646683,0.0962249189615,33.4815063477,0.0659591853619,0.0502006933093,0.0,0.125306114554,1.0,1.0,0.0,1.48656237125,1.0,0.0,0.0,0.0,1.1236474514
39015.1958333,0.0,1.0,40.9380111694,33.7290420532,-0.941979646683,0.0962249189615,33.5039672852,0.0659591853619,0.0502006933093,0.0,0.123107224703,1.0,1.0,0.0,1.47882568836,1.0,0.0,0.0,0.0,1.11779952049
39015.1965278,0.0,0.0,42.4901351929,33.7741508484,-0.941979646683,0.0962249189615,33.5489196777,0.0659591853619,0.0502006933093,0.0,0.122374266386,1.0,1.0,0.0,1.4787966013,1.0,0.0,0.0,0.0,1.11777758598
39015.1972222,45.0,46.0,44.0158500671,33.7967185974,-0.781204104424,-0.0878442972898,33.5714073181,0.214367359877,0.167335644364,0.0,0.125306114554,1.0,1.0,0.0,1.56078720093,1.0,0.0,0.0,0.0,1.17975175381
39015.1979167,1.0,1.0,46.1417961121,33.8192901611,-0.888387799263,-0.133861601353,33.5939025879,0.0494693890214,0.0334671288729,0.0,0.123107224703,1.0,1.0,0.0,1.52297389507,1.0,0.0,0.0,0.0,1.15116977692
39015.1986111,0.0,0.0,49.1376419067,33.8192901611,-0.888387799263,-0.133861601353,33.5939025879,0.0494693890214,0.0167335644364,0.0,0.121641308069,1.0,1.0,0.0,1.4496461153,1.0,0.0,0.0,0.0,1.09574353695
39015.1993056,0.0,0.0,50.6354484558,33.8192901611,-0.888387799263,-0.129678204656,33.5714073181,0.0494693890214,0.0334671288729,0.0,0.120908349752,1.0,1.0,0.0,1.42639935017,1.0,0.0,0.0,0.0,1.07817208767
39015.2,0.0,0.0,51.5340919495,33.8192901611,-0.888387799263,-0.129678204656,33.5714073181,0.0494693890214,0.0502006933093,0.0,0.11944244802,1.0,1.0,0.0,1.44832336903,1.0,0.0,0.0,0.0,1.09474372864
39015.2006944,0.0,0.0,52.4643630981,33.8418731689,-0.888387799263,-0.129678204656,33.5714073181,0.0494693890214,0.0502006933093,0.0,0.118709497154,1.0,1.0,0.0,1.46885538101,1.0,0.0,0.0,0.0,1.11026322842
39015.2013889,0.0,0.0,52.763999939,33.8418731689,-0.888387799263,-0.129678204656,33.5939025879,0.0494693890214,0.0502006933093,0.0,0.117976546288,1.0,1.0,0.0,1.4765907526,1.0,0.0,0.0,0.0,1.11611020565
39015.2020833,0.0,1.0,52.763999939,33.8418731689,-0.888387799263,-0.125494807959,33.5939025879,0.0329795926809,0.0502006933093,0.0,0.117243602872,1.0,1.0,0.0,1.47760689259,1.0,0.0,0.0,0.0,1.1168782711
39015.2027778,0.0,0.0,53.0955734253,33.8644638062,-0.888387799263,-0.125494807959,33.6164093018,0.0164897963405,0.0502006933093,0.0,0.116510659456,1.0,1.0,0.0,1.47757780552,1.0,0.0,0.0,0.0,1.11685633659
39015.2034722,34.0,31.0,54.5942153931,33.8644638062,-0.818306148052,-0.0125432536006,33.6164093018,0.263836741447,0.217536330223,3.0,0.115777716041,1.0,1.0,0.0,1.58118963242,1.0,0.0,0.0,0.0,1.19517338276
39015.2041667,1.0,1.0,53.3953094482,33.8644638062,-0.690510213375,0.251010388136,33.5939025879,0.0494693890214,0.0669342577457,0.0,0.113578908145,1.0,1.0,0.0,1.57214820385,1.0,0.0,0.0,0.0,1.1883392334
39015.2048611,2.0,0.0,49.4985122681,33.8644638062,-0.690510213375,0.251010388136,33.6164093018,0.0494693890214,0.0502006933093,0.0,0.112113043666,1.0,1.0,0.0,1.522133708,1.0,0.0,0.0,0.0,1.15053474903
39015.2055556,0.0,0.0,46.8004226685,33.8644638062,-0.690510213375,0.255193769932,33.6164093018,0.0494693890214,0.0502006933093,0.0,0.110647194088,1.0,1.0,0.0,1.48608422279,1.0,0.0,0.0,0.0,1.12328600883
39015.20625,7.0,8.0,44.1020774841,33.8644638062,-0.690510213375,0.255193769932,33.6389198303,0.0659591853619,0.0669342577457,0.0,0.109914265573,1.0,1.0,0.0,1.49006605148,1.0,0.0,0.0,0.0,1.12629580498
39015.2069444,72.0,88.0,58.1233062744,33.8192901611,-0.364836752415,-0.418332189322,33.5489196777,0.478204101324,0.384871989489,0.0,0.124573156238,1.0,1.0,0.0,1.66154170036,1.0,0.0,0.0,0.0,1.25590896606
39015.2076389,0.0,0.0,67.521522522,33.7065010071,-0.509122490883,-0.447615921497,33.4141578674,0.0494693890214,0.0502006933093,0.0,0.115777716041,1.0,1.0,0.0,1.61481750011,1.0,0.0,0.0,0.0,1.22059166431
39015.2083333,0.0,0.0,72.4117736816,33.5939025879,-0.509122490883,-0.447615921497,33.302066803,0.0494693890214,0.0502006933093,0.0,0.110647194088,1.0,1.0,0.0,1.53440415859,1.0,0.0,0.0,0.0,1.15980958939
39015.2090278,1.0,0.0,73.4529647827,33.5039672852,-0.509122490883,-0.447615921497,33.1901626587,0.0494693890214,0.0502006933093,0.0,0.106982596219,1.0,1.0,0.0,1.485252738,1.0,0.0,0.0,0.0,1.12265753746
39015.2097222,1.0,0.0,72.7074127197,33.4141578674,-0.517367362976,-0.447615921497,33.1231117249,0.0494693890214,0.0502006933093,0.0,0.104050949216,1.0,1.0,0.0,1.47347438335,1.0,0.0,0.0,0.0,1.11375463009
39015.2104167,0.0,0.0,71.4438552856,33.3692970276,-0.517367362976,-0.447615921497,33.0784492493,0.0494693890214,0.0502006933093,0.0,0.101852245629,1.0,1.0,0.0,1.47338712215,1.0,0.0,0.0,0.0,1.11368870735
39015.2111111,0.0,0.0,69.8850708008,33.32447052,-0.517367362976,-0.447615921497,33.0338172913,0.0329795926809,0.0502006933093,0.0,0.0996535569429,1.0,1.0,0.0,1.47690856457,1.0,0.0,0.0,0.0,1.11635041237
39015.2118056,0.0,0.0,68.3639297485,33.302066803,-0.521489799023,-0.447615921497,33.0115127563,0.0329795926809,0.0502006933093,0.0,0.0981877744198,1.0,1.0,0.0,1.47685027122,1.0,0.0,0.0,0.0,1.11630630493
39015.2125,0.0,0.0,66.843788147,33.2796707153,-0.521489799023,-0.447615921497,32.9892158508,0.0329795926809,0.0502006933093,0.0,0.0967220067978,1.0,1.0,0.0,1.47679209709,1.0,0.0,0.0,0.0,1.11626243591
39015.2131944,0.0,0.0,65.3589859009,33.2796707153,-0.521489799023,-0.447615921497,32.9892158508,0.0494693890214,0.0502006933093,0.0,0.0959891229868,1.0,1.0,0.0,1.47692620754,1.0,0.0,0.0,0.0,1.11636376381
39015.2138889,45.0,41.0,63.8402557373,33.2572822571,-0.476142883301,-0.35976472497,32.9892158508,0.230857148767,0.150602072477,0.0,0.0959891229868,1.0,1.0,0.0,1.54951071739,1.0,0.0,0.0,0.0,1.17122817039
39015.2145833,0.0,0.0,57.0743789673,33.302066803,-0.533857166767,-0.200795859098,33.0338172913,0.0494693890214,0.0502006933093,0.0,0.0952562391758,1.0,1.0,0.0,1.53304052353,1.0,0.0,0.0,0.0,1.15877890587
39015.2152778,1.0,0.0,53.8669166565,33.3468780518,-0.533857166767,-0.200795859098,33.1007766724,0.0494693890214,0.0334671288729,0.0,0.0945233628154,1.0,1.0,0.0,1.48319542408,1.0,0.0,0.0,0.0,1.12110245228
39015.2159722,0.0,0.0,52.1430511475,33.3917236328,-0.533857166767,-0.200795859098,33.1454544067,0.0329795926809,0.0334671288729,0.0,0.0945233628154,1.0,1.0,0.0,1.44926285744,1.0,0.0,0.0,0.0,1.09545385838
39015.2166667,5.0,4.0,50.7147865295,33.4365997314,-0.54210203886,-0.188245683908,33.1901626587,0.0329795926809,0.0334671288729,0.0,0.093790486455,1.0,1.0,0.0,1.43821954727,1.0,0.0,0.0,0.0,1.0871065855
39015.2173611,1.0,0.0,49.8510246277,33.4590492249,-0.558591842651,-0.158961936831,33.2125282288,0.0494693890214,0.0334671288729,0.0,0.093790486455,1.0,1.0,0.0,1.43700969219,1.0,0.0,0.0,0.0,1.08619213104
39015.2180556,0.0,0.0,49.0162277222,33.5039672852,-0.558591842651,-0.154778555036,33.2572822571,0.0494693890214,0.0334671288729,0.0,0.0930576100945,1.0,1.0,0.0,1.43698060513,1.0,0.0,0.0,0.0,1.08617007732
39015.21875,0.0,0.0,48.1511154175,33.5264396667,-0.558591842651,-0.154778555036,33.2796707153,0.0494693890214,0.0334671288729,0.0,0.0930576100945,1.0,1.0,0.0,1.43698060513,1.0,0.0,0.0,0.0,1.08617007732
39015.2194444,0.0,0.0,47.5837898254,33.5489196777,-0.558591842651,-0.154778555036,33.302066803,0.0494693890214,0.0334671288729,0.0,0.0930576100945,1.0,1.0,0.0,1.43698060513,1.0,0.0,0.0,0.0,1.08617007732
39015.2201389,2.0,0.0,47.0161170959,33.5714073181,-0.558591842651,-0.154778555036,33.3468780518,0.0494693890214,0.0502006933093,0.0,0.0930576100945,1.0,1.0,0.0,1.45533943176,1.0,0.0,0.0,0.0,1.1000469923
39015.2208333,10.0,5.0,46.7466621399,33.5939025879,-0.632795929909,-0.142228379846,33.3692970276,0.0494693890214,0.0502006933093,0.0,0.0930576100945,1.0,1.0,0.0,1.46941292286,1.0,0.0,0.0,0.0,1.11068475246
39015.2215278,0.0,0.0,47.1036491394,33.6389198303,-0.760591864586,-0.108761250973,33.3917236328,0.0494693890214,0.0334671288729,0.0,0.0930576100945,1.0,0.0,0.0,1.45724201202,1.0,0.0,0.0,0.0,1.10148513317
39015.2222222,18.0,11.0,47.1329650879,33.6614379883,-0.735857188702,-0.117128029466,33.4365997314,0.0824489817023,0.0669342577457,0.0,0.0930576100945,1.0,1.0,0.0,1.47791206837,1.0,0.0,0.0,0.0,1.11710894108
39015.2229167,0.0,1.0,45.6964225769,33.7065010071,-0.707000017166,-0.108761250973,33.4815063477,0.0494693890214,0.0334671288729,0.0,0.0930576100945,1.0,0.0,0.0,1.46412849426,1.0,0.0,0.0,0.0,1.1066904068
39015.2236111,2.0,0.0,44.8566322327,33.7515945435,-0.707000017166,-0.104577854276,33.5039672852,0.0494693890214,0.0502006933093,0.0,0.0923247337341,1.0,1.0,0.0,1.46687972546,1.0,0.0,0.0,0.0,1.10876989365
39015.2243056,0.0,0.0,44.5860671997,33.7741508484,-0.707000017166,-0.104577854276,33.5489196777,0.0494693890214,0.0502006933093,0.0,0.0915918648243,1.0,1.0,0.0,1.47174930573,1.0,0.0,0.0,0.0,1.11245071888
39015.225,0.0,0.0,44.6148796082,33.7967185974,-0.707000017166,-0.104577854276,33.5714073181,0.0494693890214,0.0502006933093,0.0,0.0908589959145,1.0,1.0,0.0,1.4756783247,1.0,0.0,0.0,0.0,1.11542057991
39015.2256944,0.0,0.0,44.3441429138,33.8192901611,-0.707000017166,-0.104577854276,33.5939025879,0.0329795926809,0.0502006933093,0.0,0.0908589959145,1.0,1.0,0.0,1.47655928135,1.0,0.0,0.0,0.0,1.11608636379
39015.2263889,0.0,0.0,44.0732650757,33.8418731689,-0.711122453213,-0.104577854276,33.6164093018,0.0329795926809,0.0502006933093,0.0,0.0908589959145,1.0,1.0,0.0,1.47655928135,1.0,0.0,0.0,0.0,1.11608636379
39015.2270833,0.0,0.0,43.8022460938,33.8644638062,-0.711122453213,-0.104577854276,33.6389198303,0.0329795926809,0.0502006933093,0.0,0.0901261344552,1.0,1.0,0.0,1.47653019428,1.0,0.0,0.0,0.0,1.11606442928
39015.2277778,1.0,0.0,43.531085968,33.8870620728,-0.711122453213,-0.104577854276,33.6614379883,0.0329795926809,0.0502006933093,0.0,0.0901261344552,1.0,1.0,0.0,1.47653019428,1.0,0.0,0.0,0.0,1.11606442928
39015.2284722,1.0,1.0,43.5598297119,33.9096679688,-0.711122453213,-0.104577854276,33.6839637756,0.0329795926809,0.0502006933093,0.0,0.0901261344552,1.0,1.0,0.0,1.47653019428,1.0,0.0,0.0,0.0,1.11606442928
39015.2291667,7.0,5.0,43.2884864807,33.9322814941,-0.727612257004,-0.100394465029,33.7065010071,0.0494693890214,0.0502006933093,0.0,0.0893932655454,1.0,1.0,0.0,1.47666597366,1.0,0.0,0.0,0.0,1.11616706848
39015.2298611,8.0,7.0,44.2180290222,33.9549064636,-0.814183712006,-0.0669273361564,33.7290420532,0.0824489817023,0.0836678221822,0.0,0.0893932655454,1.0,1.0,0.0,1.50551879406,1.0,0.0,0.0,0.0,1.13797605038
39015.2305556,1.0,1.0,42.4450035095,33.9775352478,-0.760591864586,-0.0501937717199,33.7515945435,0.0494693890214,0.0334671288729,0.0,0.0901261344552,1.0,1.0,0.0,1.48065280914,1.0,0.0,0.0,0.0,1.11918056011
39015.23125,24.0,20.0,41.2716636658,34.0001754761,-0.550346970558,-0.108761250973,33.7741508484,0.115428574383,0.0836678221822,0.0,0.0981877744198,1.0,1.0,0.0,1.50226795673,1.0,0.0,0.0,0.0,1.13551878929
39015.2319444,12.0,7.0,38.9224891663,34.0454750061,0.101000003517,-0.34721454978,33.8192901611,0.0659591853619,0.0502006933093,0.0,0.100386448205,1.0,1.0,0.0,1.49581134319,1.0,0.0,0.0,0.0,1.13063848019
39015.2326389,0.0,0.0,36.8441009521,34.0681381226,0.101000003517,-0.355581313372,33.8418731689,0.0494693890214,0.0502006933093,0.0,0.0952562391758,1.0,1.0,0.0,1.4861625433,1.0,0.0,0.0,0.0,1.12334525585
39015.2333333,1.0,0.0,35.6670722961,34.0908088684,0.101000003517,-0.355581313372,33.8644638062,0.0659591853619,0.0502006933093,0.0,0.0930576100945,1.0,1.0,0.0,1.47939097881,1.0,0.0,0.0,0.0,1.11822676659
39015.2340278,1.0,0.0,34.7902984619,34.1134872437,0.101000003517,-0.355581313372,33.8870620728,0.0494693890214,0.0502006933093,0.0,0.0915918648243,1.0,1.0,0.0,1.47741425037,1.0,0.0,0.0,0.0,1.11673271656
39015.2347222,1.0,1.0,34.1881065369,34.1134872437,0.101000003517,-0.355581313372,33.9096679688,0.0494693890214,0.0502006933093,0.0,0.0908589959145,1.0,1.0,0.0,1.47738516331,1.0,0.0,0.0,0.0,1.11671066284
39015.2354167,0.0,1.0,33.6117095947,34.136177063,0.101000003517,-0.355581313372,33.9322814941,0.0329795926809,0.0502006933093,0.0,0.0901261344552,1.0,1.0,0.0,1.47653019428,1.0,0.0,0.0,0.0,1.11606442928
39015.2361111,0.0,0.0,33.3362541199,34.158870697,0.101000003517,-0.355581313372,33.9322814941,0.0329795926809,0.0502006933093,0.0,0.0893932655454,1.0,1.0,0.0,1.47650110722,1.0,0.0,0.0,0.0,1.11604249477
39015.2368056,0.0,0.0,33.0349311829,34.158870697,0.101000003517,-0.355581313372,33.9549064636,0.0329795926809,0.0502006933093,0.0,0.0886604040861,1.0,1.0,0.0,1.47647202015,1.0,0.0,0.0,0.0,1.11602044106
39015.2375,0.0,0.0,33.0606498718,34.1815757751,0.101000003517,-0.355581313372,33.9549064636,0.0329795926809,0.0502006933093,0.0,0.0879275500774,1.0,1.0,0.0,1.47644293308,1.0,0.0,0.0,0.0,1.11599850655
39015.2381944,0.0,0.0,32.7592124939,34.1815757751,0.101000003517,-0.355581313372,33.9775352478,0.0329795926809,0.0502006933093,0.0,0.0871946886182,1.0,1.0,0.0,1.47641384602,1.0,0.0,0.0,0.0,1.11597645283
39015.2388889,0.0,0.0,32.483341217,34.2042884827,0.101000003517,-0.355581313372,33.9775352478,0.0329795926809,0.0502006933093,0.0,0.0871946886182,1.0,1.0,0.0,1.47641384602,1.0,0.0,0.0,0.0,1.11597645283
39015.2395833,0.0,0.0,32.483341217,34.2042884827,0.101000003517,-0.355581313372,34.0001754761,0.0329795926809,0.0502006933093,0.0,0.0864618346095,1.0,1.0,0.0,1.47638475895,1.0,0.0,0.0,0.0,1.11595451832
39015.2402778,1.0,0.0,32.5089683533,34.2270088196,0.101000003517,-0.355581313372,34.0001754761,0.0329795926809,0.0502006933093,0.0,0.0857289806008,1.0,1.0,0.0,1.47635567188,1.0,0.0,0.0,0.0,1.1159324646
39015.2409722,1.0,1.0,32.5089683533,34.2270088196,0.101000003517,-0.351397931576,34.022819519,0.0494693890214,0.0334671288729,0.0,0.0857289806008,1.0,1.0,0.0,1.45816087723,1.0,0.0,0.0,0.0,1.10217964649
39015.2416667,0.0,0.0,32.5089683533,34.2270088196,0.101000003517,-0.351397931576,34.022819519,0.0494693890214,0.0334671288729,0.0,0.0849961340427,1.0,1.0,0.0,1.44405829906,1.0,0.0,0.0,0.0,1.09151995182
39015.2423611,1.0,0.0,32.5346603394,34.2497367859,0.101000003517,-0.351397931576,34.0454750061,0.0494693890214,0.0334671288729,0.0,0.0849961340427,1.0,1.0,0.0,1.43787038326,1.0,0.0,0.0,0.0,1.08684265614
39015.2430556,0.0,0.0,32.5346603394,34.2497367859,0.101000003517,-0.351397931576,34.0454750061,0.0494693890214,0.0334671288729,0.0,0.0849961340427,1.0,1.0,0.0,1.43666052818,1.0,0.0,0.0,0.0,1.08592820168
